feature,pearson,pearson p-value,pearson CI95%,spearman,spearman p-value,spearman CI95%,n
P4_lowgamma_spectral_flatness,-0.12340781926443029,0.18885530369692113,[-0.3   0.06],0.029624300751985733,0.753305551662591,[-0.15  0.21],117.0
P4_lowgamma_spectral_edge_frequency,,,,,,,117.0
P4_lowgamma_spectral_diff,0.1081317217359177,0.2500235236533274,[-0.08  0.29],0.09331900766992247,0.3212125628360605,[-0.09  0.27],117.0
Pz_delta_relative_power,0.022770067404339435,0.8091323055656434,[-0.16  0.21],0.0634092774615479,0.5007957000165135,[-0.12  0.24],117.0
Pz_delta_spectral_entropy,0.14839372313021432,0.11348136258108109,[-0.04  0.32],0.18898691861953132,0.043095247530365324,[0.01 0.36],117.0
Pz_delta_spectral_flatness,0.14570447618022064,0.12024616799786864,[-0.04  0.32],0.18724525217588495,0.04509089349387174,[0.   0.36],117.0
Pz_delta_spectral_edge_frequency,,,,,,,117.0
Pz_delta_spectral_diff,0.07054785475306859,0.4537300725713025,[-0.11  0.25],0.1751334137262034,0.061196121754978496,[-0.01  0.35],117.0
Pz_theta_relative_power,-0.25907647335098166,0.00517654263792786,[-0.42 -0.08],-0.1660326609934209,0.07616551305600078,[-0.34  0.02],117.0
Pz_theta_spectral_entropy,-0.2503431307978772,0.0069670899439661085,[-0.41 -0.07],-0.055524775191517745,0.5556016279982117,[-0.24  0.13],117.0
Pz_theta_spectral_flatness,-0.25265032615687594,0.006447362896672456,[-0.42 -0.07],-0.05929705186976683,0.5290233085264621,[-0.24  0.13],117.0
Pz_theta_spectral_edge_frequency,,,,,,,117.0
Pz_theta_spectral_diff,-0.030194168678722107,0.7487165258589172,[-0.21  0.15],0.022597770455983043,0.8105493719099723,[-0.16  0.2 ],117.0
Pz_lowalpha_relative_power,-0.05973842698599414,0.5259557579419389,[-0.24  0.12],-0.06558069429191647,0.486214709111624,[-0.25  0.12],117.0
Pz_lowalpha_spectral_entropy,-0.040309965158003586,0.6688492921806213,[-0.22  0.14],-0.018273301328213632,0.846305252231808,[-0.2   0.17],117.0
Pz_lowalpha_spectral_flatness,-0.03830922747755418,0.6843884530185527,[-0.22  0.15],-0.018571004287125728,0.8438328452057735,[-0.2   0.17],117.0
